180.0352, 3179.010
180.5173, 3177.573
180.9994, 3171.689
181.4815, 3171.271
181.9637, 3176.253
182.4458, 3184.598
182.9279, 3197.360
183.4100, 3212.831
183.8921, 3224.455
184.3742, 3227.689
184.8564, 3227.071
185.3385, 3234.769
185.8206, 3251.540
186.3027, 3268.258
186.7848, 3273.119
187.2669, 3267.970
187.7491, 3267.152
188.2312, 3278.119
188.7133, 3286.478
189.1954, 3303.946
189.6775, 3315.518
190.1596, 3321.510
190.6418, 3305.213
191.1239, 3317.699
191.6060, 3318.649
192.0881, 3319.126
192.5702, 3335.663
193.0524, 3322.608
193.5345, 3338.890
194.0166, 3343.460
194.4987, 3353.391
194.9808, 3351.716
195.4629, 3353.625
195.9451, 3367.145
196.4272, 3374.235
196.9093, 3371.224
197.3914, 3381.495
197.8735, 3368.034
198.3556, 3375.398
198.8378, 3391.749
199.3199, 3389.321
199.8020, 3399.804
200.2841, 3405.370
200.7662, 3388.589
201.2483, 3410.672
201.7305, 3415.948
202.2126, 3403.966
202.6947, 3424.717
203.1768, 3415.114
203.6589, 3416.346
204.1410, 3425.731
204.6232, 3426.617
205.1053, 3440.904
205.5874, 3442.280
206.0695, 3442.503
206.5516, 3447.760
207.0337, 3438.751
207.5159, 3456.208
207.9980, 3455.587
208.4801, 3463.951
208.9622, 3474.352
209.4443, 3469.158
209.9264, 3480.475
210.4086, 3466.188
210.8907, 3473.324
211.3728, 3478.154
211.8549, 3496.676
212.3370, 3482.514
212.8191, 3489.055
213.3013, 3504.412
213.7834, 3507.433
214.2655, 3515.612
214.7476, 3508.524
215.2297, 3515.778
215.7118, 3519.078
216.1940, 3536.041
216.6761, 3542.217
217.1582, 3535.388
217.6403, 3528.614
218.1224, 3546.558
218.6045, 3541.074
219.0867, 3548.230
219.5688, 3542.332
220.0509, 3547.704
220.5330, 3552.898
221.0151, 3563.870
221.4972, 3557.321
221.9794, 3573.500
222.4615, 3576.543
222.9436, 3583.455
223.4257, 3589.936
223.9078, 3578.792
224.3899, 3582.096
224.8721, 3602.039
225.3542, 3606.621
225.8363, 3605.331
226.3184, 3601.861
226.8005, 3600.779
227.2827, 3603.842
227.7648, 3605.748
228.2469, 3603.229
228.7290, 3594.386
229.2111, 3596.541
229.6932, 3615.318
230.1754, 3640.497
230.6575, 3659.493
231.1396, 3671.955
231.6217, 3678.474
232.1038, 3678.437
232.5859, 3670.835
233.0681, 3661.198
233.5502, 3644.935
234.0323, 3629.939
234.5144, 3628.550
234.9965, 3647.934
235.4786, 3669.020
235.9608, 3687.321
236.4429, 3703.369
236.9250, 3712.733
237.4071, 3711.630
237.8892, 3706.113
238.3713, 3706.042
238.8535, 3714.673
239.3356, 3723.337
239.8177, 3729.513
240.2998, 3733.044
240.7819, 3734.300
241.2640, 3730.994
241.7462, 3726.759
242.2283, 3728.508
242.7104, 3740.867
243.1925, 3751.545
243.6746, 3755.450
244.1567, 3749.038
244.6389, 3747.931
245.1210, 3752.431
245.6031, 3761.994
246.0852, 3777.218
246.5673, 3804.991
247.0494, 3826.647
247.5316, 3834.589
248.0137, 3824.632
248.4958, 3814.566
248.9779, 3802.711
249.4600, 3791.760
249.9421, 3787.604
250.4243, 3793.816
250.9064, 3800.306
251.3885, 3802.140
251.8706, 3795.328
252.3527, 3798.300
252.8348, 3816.366
253.3170, 3840.884
253.7991, 3854.677
254.2812, 3852.645
254.7633, 3849.361
255.2454, 3849.658
255.7275, 3853.439
256.2097, 3861.811
256.6918, 3877.565
257.1739, 3895.900
257.6560, 3908.083
258.1381, 3912.867
258.6202, 3913.987
259.1024, 3910.958
259.5845, 3900.625
260.0666, 3900.931
260.5487, 3918.897
261.0308, 3942.154
261.5129, 3946.752
261.9951, 3925.371
262.4772, 3902.609
262.9593, 3885.799
263.4414, 3872.872
263.9235, 3877.476
264.4056, 3907.678
264.8878, 3947.977
265.3699, 3971.219
265.8520, 3973.439
266.3341, 3970.376
266.8162, 3965.561
267.2983, 3957.217
267.7805, 3960.169
268.2626, 3978.659
268.7447, 4003.731
269.2268, 4019.823
269.7089, 4025.142
270.1910, 4027.928
270.6732, 4032.653
271.1553, 4040.323
271.6374, 4036.878
272.1195, 4016.458
272.6016, 3993.509
273.0837, 3996.886
273.5659, 4033.206
274.0480, 4061.978
274.5301, 4063.980
275.0122, 4037.969
275.4943, 4019.301
275.9764, 4007.603
276.4586, 4003.956
276.9407, 4013.768
277.4228, 4038.889
277.9049, 4060.369
278.3870, 4069.697
278.8691, 4067.391
279.3513, 4064.378
279.8334, 4059.774
280.3155, 4056.739
280.7976, 4063.016
281.2798, 4079.266
281.7619, 4087.975
282.2440, 4076.732
282.7261, 4049.665
283.2082, 4040.539
283.6903, 4052.396
284.1725, 4071.008
284.6546, 4077.245
285.1367, 4071.660
285.6188, 4070.382
286.1009, 4081.714
286.5830, 4102.214
287.0652, 4116.947
287.5473, 4125.272
288.0294, 4130.864
288.5115, 4138.512
288.9936, 4147.625
289.4757, 4152.692
289.9579, 4146.960
290.4400, 4137.078
290.9221, 4146.309
291.4042, 4176.334
291.8863, 4204.492
292.3684, 4203.819
292.8506, 4180.195
293.3327, 4158.822
293.8148, 4145.187
294.2969, 4139.932
294.7790, 4149.203
295.2611, 4173.073
295.7433, 4193.862
296.2254, 4194.305
296.7075, 4179.329
297.1896, 4161.535
297.6717, 4135.574
298.1538, 4116.036
298.6360, 4135.731
299.1181, 4191.271
299.6002, 4240.470
300.0823, 4239.634
300.5644, 4211.138
301.0465, 4198.984
301.5287, 4224.525
302.0108, 4258.675
302.4929, 4266.629
302.9750, 4252.156
303.4571, 4236.439
303.9392, 4236.097
304.4214, 4242.387
304.9035, 4242.230
305.3856, 4227.082
305.8677, 4213.545
306.3498, 4220.669
306.8319, 4243.098
307.3141, 4262.112
307.7962, 4263.780
308.2783, 4257.813
308.7604, 4253.160
309.2425, 4250.992
309.7246, 4251.936
310.2068, 4259.470
310.6889, 4270.831
311.1710, 4278.935
311.6531, 4278.391
312.1352, 4274.498
312.6173, 4270.804
313.0995, 4267.700
313.5816, 4265.470
314.0637, 4263.021
314.5458, 4261.605
315.0279, 4263.534
315.5100, 4276.583
315.9922, 4288.017
316.4743, 4288.497
316.9564, 4272.850
317.4385, 4263.300
317.9206, 4272.803
318.4027, 4291.511
318.8849, 4305.665
319.3670, 4312.569
319.8491, 4313.419
320.3312, 4304.299
320.8133, 4281.353
321.2954, 4270.667
321.7776, 4290.200
322.2597, 4319.404
322.7418, 4336.378
323.2239, 4329.546
323.7060, 4318.621
324.1881, 4304.161
324.6703, 4285.096
325.1524, 4277.633
325.6345, 4293.609
326.1166, 4316.038
326.5987, 4331.445
327.0808, 4337.837
327.5630, 4339.381
328.0451, 4334.040
328.5272, 4322.295
329.0093, 4314.514
329.4914, 4310.730
329.9735, 4311.006
330.4557, 4315.812
330.9378, 4328.341
331.4199, 4339.774
331.9020, 4348.462
332.3841, 4355.406
332.8662, 4366.462
333.3484, 4386.241
333.8305, 4402.977
334.3126, 4410.683
334.7947, 4408.824
335.2768, 4397.962
335.7589, 4372.486
336.2411, 4341.152
336.7232, 4326.820
337.2053, 4334.000
337.6874, 4345.344
338.1695, 4352.076
338.6516, 4352.981
339.1338, 4360.891
339.6159, 4379.076
340.0980, 4399.353
340.5801, 4403.975
341.0622, 4390.637
341.5443, 4383.807
342.0265, 4400.154
342.5086, 4435.546
342.9907, 4450.007
343.4728, 4440.349
343.9549, 4421.749
344.4370, 4412.060
344.9192, 4410.519
345.4013, 4409.496
345.8834, 4405.998
346.3655, 4401.241
346.8476, 4396.621
347.3297, 4391.930
347.8119, 4393.030
348.2940, 4412.209
348.7761, 4442.613
349.2582, 4462.911
349.7403, 4463.956
350.2225, 4455.864
350.7046, 4450.783
351.1867, 4448.753
351.6688, 4450.450
352.1509, 4461.256
352.6331, 4474.840
353.1152, 4480.907
353.5973, 4474.296
354.0794, 4465.074
354.5615, 4463.223
355.0436, 4466.369
355.5258, 4467.290
356.0079, 4457.792
356.4900, 4446.675
356.9721, 4441.909
357.4542, 4445.836
357.9363, 4452.329
358.4185, 4456.322
358.9006, 4460.727
359.3827, 4470.583
359.8648, 4498.407
360.3469, 4523.824
360.8290, 4534.051
361.3112, 4525.811
361.7933, 4518.751
362.2754, 4520.733
362.7575, 4526.482
363.2396, 4530.277
363.7217, 4525.287
364.2039, 4523.714
364.6860, 4530.383
365.1681, 4545.478
365.6502, 4558.789
366.1323, 4577.202
366.6144, 4588.762
367.0966, 4584.971
367.5787, 4541.390
368.0608, 4512.385
368.5429, 4508.129
369.0250, 4523.282
369.5071, 4529.928
369.9893, 4518.277
370.4714, 4509.461
370.9535, 4516.335
371.4356, 4554.889
371.9177, 4570.490
372.3998, 4549.666
372.8820, 4512.010
373.3641, 4503.823
373.8462, 4536.181
374.3283, 4569.229
374.8104, 4586.211
375.2925, 4585.696
375.7747, 4588.773
376.2568, 4598.081
376.7389, 4605.818
377.2210, 4598.004
377.7031, 4573.189
378.1852, 4553.917
378.6674, 4548.054
379.1495, 4553.152
379.6316, 4557.557
380.1137, 4560.623
380.5958, 4568.514
381.0779, 4594.945
381.5601, 4634.263
382.0422, 4655.055
382.5243, 4644.408
383.0064, 4620.179
383.4885, 4608.227
383.9706, 4608.270
384.4528, 4618.989
384.9349, 4652.040
385.4170, 4692.060
385.8991, 4712.163
386.3812, 4704.514
386.8633, 4689.822
387.3455, 4685.900
387.8276, 4689.689
388.3097, 4694.172
388.7918, 4700.759
389.2739, 4703.408
389.7560, 4693.304
390.2382, 4668.235
390.7203, 4649.183
391.2024, 4649.097
391.6845, 4660.675
392.1666, 4675.585
392.6487, 4701.280
393.1309, 4720.218
393.6130, 4721.838
394.0951, 4707.648
394.5772, 4695.394
395.0593, 4687.733
395.5414, 4684.583
396.0236, 4686.002
396.5057, 4695.568
396.9878, 4705.490
397.4699, 4718.150
397.9520, 4731.036
398.4341, 4736.042
398.9163, 4724.385
399.3984, 4713.971
399.8805, 4712.217
400.3626, 4724.068
400.8447, 4729.163
401.3268, 4721.633
401.8090, 4711.685
402.2911, 4714.603
402.7732, 4734.893
403.2553, 4756.634
403.7374, 4778.300
404.2195, 4799.246
404.7017, 4806.098
405.1838, 4795.828
405.6659, 4779.532
406.1480, 4764.303
406.6301, 4749.925
407.1122, 4745.958
407.5944, 4757.783
408.0765, 4777.245
408.5586, 4782.533
409.0407, 4773.972
409.5228, 4767.114
410.0049, 4779.158
410.4871, 4801.034
410.9692, 4802.964
411.4513, 4777.257
411.9334, 4750.545
412.4155, 4759.382
412.8976, 4792.925
413.3798, 4819.433
413.8619, 4815.247
414.3440, 4802.472
414.8261, 4807.810
415.3082, 4831.715
415.7903, 4850.557
416.2725, 4840.960
416.7546, 4820.844
417.2367, 4810.604
417.7188, 4828.978
418.2009, 4845.145
418.6830, 4838.005
419.1652, 4815.084
419.6473, 4804.268
420.1294, 4833.208
420.6115, 4863.107
421.0937, 4870.625
421.5758, 4836.742
422.0579, 4814.661
422.5400, 4816.991
423.0221, 4833.947
423.5042, 4849.800
423.9864, 4871.002
424.4685, 4882.869
424.9506, 4877.296
425.4327, 4851.891
425.9148, 4841.506
426.3969, 4851.854
426.8791, 4870.680
427.3612, 4889.569
427.8433, 4912.083
428.3254, 4922.034
428.8075, 4911.664
429.2896, 4889.233
429.7718, 4883.828
430.2539, 4897.498
430.7360, 4916.787
431.2181, 4936.697
431.7002, 4956.740
432.1823, 4969.384
432.6645, 4973.761
433.1466, 4972.389
433.6287, 4964.219
434.1108, 4951.531
434.5929, 4946.144
435.0750, 4959.805
435.5572, 4980.902
436.0393, 4985.429
436.5214, 4974.302
437.0035, 4966.947
437.4856, 4990.914
437.9677, 5024.510
438.4499, 5035.362
438.9320, 5004.113
439.4141, 4967.235
439.8962, 4946.358
440.3783, 4939.771
440.8604, 4942.459
441.3426, 4962.783
441.8247, 4983.778
442.3068, 4996.406
442.7889, 4999.308
443.2710, 4995.571
443.7531, 4972.597
444.2353, 4948.649
444.7174, 4943.537
445.1995, 4984.900
445.6816, 5018.218
446.1637, 5033.769
446.6458, 5032.586
447.1280, 5025.230
447.6101, 5003.243
448.0922, 4984.381
448.5743, 4979.607
449.0564, 4995.549
449.5385, 5007.683
450.0207, 5013.973
450.5028, 5017.419
450.9849, 5025.117
451.4670, 5038.890
451.9491, 5047.211
452.4312, 5043.938
452.9134, 5030.639
453.3955, 5018.060
453.8776, 5005.695
454.3597, 4997.792
454.8418, 5001.447
455.3239, 5014.015
455.8061, 5024.333
456.2882, 5029.606
456.7703, 5032.139
457.2524, 5033.553
457.7345, 5034.562
458.2166, 5038.175
458.6988, 5046.674
459.1809, 5058.460
459.6630, 5074.608
460.1451, 5097.011
460.6272, 5111.419
461.1093, 5102.509
461.5915, 5082.281
462.0736, 5065.779
462.5557, 5054.987
463.0378, 5051.668
463.5199, 5059.467
464.0020, 5076.938
464.4842, 5093.913
464.9663, 5113.669
465.4484, 5128.254
465.9305, 5132.948
466.4126, 5119.737
466.8947, 5110.609
467.3769, 5107.073
467.8590, 5106.963
468.3411, 5106.021
468.8232, 5100.538
469.3053, 5102.294
469.7874, 5118.424
470.2696, 5147.451
470.7517, 5159.998
471.2338, 5152.179
471.7159, 5139.819
472.1980, 5137.146
472.6801, 5143.883
473.1623, 5147.306
473.6444, 5144.085
474.1265, 5139.833
474.6086, 5146.871
475.0907, 5163.207
475.5728, 5175.958
476.0550, 5172.738
476.5371, 5163.537
477.0192, 5166.047
477.5013, 5180.985
477.9834, 5196.896
478.4655, 5206.555
478.9477, 5211.402
479.4298, 5212.976
479.9119, 5208.730
480.3940, 5205.175
480.8761, 5207.252
481.3582, 5212.920
481.8404, 5216.296
482.3225, 5210.078
482.8046, 5205.573
483.2867, 5210.295
483.7688, 5230.531
484.2509, 5240.289
484.7331, 5228.098
485.2152, 5209.213
485.6973, 5197.433
486.1794, 5195.392
486.6615, 5196.038
487.1436, 5198.692
487.6258, 5203.285
488.1079, 5209.500
488.5900, 5217.243
489.0721, 5226.796
489.5542, 5238.968
490.0363, 5253.836
490.5185, 5268.880
491.0006, 5285.236
491.4827, 5297.321
491.9648, 5293.215
492.4470, 5276.257
492.9291, 5264.851
493.4112, 5266.937
493.8933, 5276.733
494.3754, 5286.321
494.8575, 5295.931
495.3397, 5306.419
495.8218, 5326.001
496.3039, 5343.214
496.7860, 5342.061
497.2681, 5314.633
497.7502, 5291.151
498.2324, 5291.809
498.7145, 5304.812
499.1966, 5314.139
499.6787, 5312.281
500.1608, 5308.819
500.6429, 5307.786
501.1251, 5308.797
501.6072, 5304.637
502.0893, 5279.937
502.5714, 5263.068
503.0535, 5269.900
503.5356, 5317.803
504.0178, 5346.568
504.4999, 5347.487
504.9820, 5336.908
505.4641, 5342.081
505.9462, 5367.479
506.4283, 5384.977
506.9105, 5384.464
507.3926, 5370.248
507.8747, 5358.002
508.3568, 5347.639
508.8389, 5340.329
509.3210, 5338.356
509.8032, 5339.977
510.2853, 5339.337
510.7674, 5334.644
511.2495, 5332.256
511.7316, 5345.327
512.2137, 5365.220
512.6959, 5374.249
513.1780, 5343.933
513.6601, 5317.973
514.1422, 5330.859
514.6243, 5377.458
515.1064, 5420.910
515.5886, 5458.002
516.0707, 5479.703
516.5528, 5476.479
517.0349, 5426.028
517.5170, 5394.937
517.9991, 5404.132
518.4813, 5430.547
518.9634, 5445.529
519.4455, 5443.094
519.9276, 5439.453
520.4097, 5437.841
520.8918, 5437.748
521.3740, 5435.634
521.8561, 5431.406
522.3382, 5425.462
522.8203, 5415.698
523.3024, 5402.791
523.7845, 5397.762
524.2667, 5402.040
524.7488, 5411.134
525.2309, 5422.382
525.7130, 5434.470
526.1951, 5442.018
526.6772, 5436.734
527.1594, 5432.280
527.6415, 5453.754
528.1236, 5493.513
528.6057, 5518.299
529.0878, 5488.073
529.5699, 5449.170
530.0521, 5439.646
530.5342, 5471.281
531.0163, 5500.258
531.4984, 5516.356
531.9805, 5521.327
532.4626, 5517.192
532.9448, 5493.777
533.4269, 5473.540
533.9090, 5457.771
534.3911, 5446.863
534.8732, 5443.490
535.3553, 5450.625
535.8375, 5459.740
536.3196, 5467.067
536.8017, 5472.552
537.2838, 5479.670
537.7659, 5489.010
538.2480, 5498.264
538.7302, 5503.181
539.2123, 5504.938
539.6944, 5513.077
540.1765, 5534.006
540.6586, 5554.239
541.1407, 5546.593
541.6229, 5520.021
542.1050, 5506.506
542.5871, 5542.840
543.0692, 5587.075
543.5513, 5595.179
544.0334, 5565.173
544.5156, 5542.495
544.9977, 5558.061
545.4798, 5584.161
545.9619, 5598.467
546.4440, 5585.447
546.9261, 5577.404
547.4083, 5583.138
547.8904, 5595.729
548.3725, 5602.690
548.8546, 5602.019
549.3367, 5599.140
549.8188, 5595.639
550.3010, 5591.270
550.7831, 5578.281
551.2652, 5549.674
551.7473, 5535.855
552.2294, 5574.529
552.7115, 5657.618
553.1937, 5697.259
553.6758, 5680.597
554.1579, 5644.987
554.6400, 5635.110
555.1221, 5643.651
555.6042, 5649.959
556.0864, 5647.104
556.5685, 5638.418
557.0506, 5620.875
557.5327, 5598.503
558.0148, 5586.705
558.4969, 5604.000
558.9791, 5625.915
559.4612, 5636.174
559.9433, 5630.101
560.4254, 5627.869
560.9075, 5640.329
561.3896, 5654.062
561.8718, 5656.802
562.3539, 5636.199
562.8360, 5626.228
563.3181, 5634.229
563.8002, 5652.107
564.2823, 5659.150
564.7645, 5652.376
565.2466, 5648.216
565.7287, 5656.442
566.2108, 5672.851
566.6929, 5672.934
567.1750, 5655.898
567.6572, 5640.514
568.1393, 5645.235
